PFTDPW,POMCPOW,times
-9.0,7.290000000000001,0.01
8.100000000000001,5.314410000000001,0.01
-6.561000000000002,7.290000000000001,0.01
6.561000000000002,5.314410000000001,0.01
5.314410000000001,7.290000000000001,0.01
-6.561000000000002,5.904900000000001,0.01
7.290000000000001,8.100000000000001,0.01
8.100000000000001,-9.0,0.01
-10.0,-9.0,0.01
7.290000000000001,5.904900000000001,0.01
6.561000000000002,5.904900000000001,0.01
6.561000000000002,-7.290000000000001,0.01
-6.561000000000002,-7.290000000000001,0.01
-9.0,6.561000000000002,0.01
5.904900000000001,-8.100000000000001,0.01
-9.0,-7.290000000000001,0.01
7.290000000000001,-6.561000000000002,0.01
-9.0,6.561000000000002,0.01
-7.290000000000001,8.100000000000001,0.01
9.0,-5.904900000000001,0.01
-7.290000000000001,5.314410000000001,0.01
8.100000000000001,8.100000000000001,0.01
-7.290000000000001,6.561000000000002,0.01
9.0,9.0,0.01
5.904900000000001,4.304672100000001,0.01
4.304672100000001,-9.0,0.01
6.561000000000002,-8.100000000000001,0.01
5.314410000000001,9.0,0.01
-10.0,-5.904900000000001,0.01
-9.0,-8.100000000000001,0.01
9.0,5.904900000000001,0.01
5.314410000000001,-6.561000000000002,0.01
-8.100000000000001,-8.100000000000001,0.01
-5.904900000000001,-5.904900000000001,0.01
8.100000000000001,-6.561000000000002,0.01
5.904900000000001,4.782969000000001,0.01
-9.0,8.100000000000001,0.01
-4.304672100000001,8.100000000000001,0.01
-9.0,5.904900000000001,0.01
7.290000000000001,-6.561000000000002,0.01
6.561000000000002,5.314410000000001,0.01
5.904900000000001,8.100000000000001,0.01
-5.904900000000001,6.561000000000002,0.01
-9.0,-5.904900000000001,0.01
7.290000000000001,9.0,0.01
-6.561000000000002,-7.290000000000001,0.01
7.290000000000001,6.561000000000002,0.01
7.290000000000001,5.314410000000001,0.01
5.904900000000001,8.100000000000001,0.01
1.6677181699666577,-9.0,0.01
-7.290000000000001,-9.0,0.01
-8.100000000000001,-8.100000000000001,0.01
-6.561000000000002,4.782969000000001,0.01
5.314410000000001,-9.0,0.01
5.314410000000001,-8.100000000000001,0.01
8.100000000000001,-8.100000000000001,0.01
9.0,6.561000000000002,0.01
6.561000000000002,7.290000000000001,0.01
6.561000000000002,-8.100000000000001,0.01
5.904900000000001,6.561000000000002,0.01
